;path;path_without;group;xmin;ymin;xmax;ymax;category_codes
6324;.\data\deep_pcb_tangsali5201\group50600/50600/50600020_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600020_temp.jpg;group50600;347;448;376;481;7
6325;.\data\deep_pcb_tangsali5201\group50600/50600/50600020_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600020_temp.jpg;group50600;326;498;359;531;6
6326;.\data\deep_pcb_tangsali5201\group50600/50600/50600021_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600021_temp.jpg;group50600;176;209;209;252;3
6327;.\data\deep_pcb_tangsali5201\group50600/50600/50600021_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600021_temp.jpg;group50600;202;113;240;143;4
6328;.\data\deep_pcb_tangsali5201\group50600/50600/50600021_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600021_temp.jpg;group50600;264;258;295;293;2
6329;.\data\deep_pcb_tangsali5201\group50600/50600/50600021_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600021_temp.jpg;group50600;166;483;210;518;5
6330;.\data\deep_pcb_tangsali5201\group50600/50600/50600021_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600021_temp.jpg;group50600;423;499;451;529;6
6331;.\data\deep_pcb_tangsali5201\group50600/50600/50600021_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600021_temp.jpg;group50600;273;325;313;361;7
6332;.\data\deep_pcb_tangsali5201\group50600/50600/50600022_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600022_temp.jpg;group50600;232;181;272;220;3
6333;.\data\deep_pcb_tangsali5201\group50600/50600/50600022_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600022_temp.jpg;group50600;243;113;276;154;4
6334;.\data\deep_pcb_tangsali5201\group50600/50600/50600022_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600022_temp.jpg;group50600;94;140;131;170;2
6335;.\data\deep_pcb_tangsali5201\group50600/50600/50600022_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600022_temp.jpg;group50600;380;95;416;125;5
6336;.\data\deep_pcb_tangsali5201\group50600/50600/50600022_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600022_temp.jpg;group50600;324;287;351;314;7
6337;.\data\deep_pcb_tangsali5201\group50600/50600/50600023_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600023_temp.jpg;group50600;126;129;168;203;3
6338;.\data\deep_pcb_tangsali5201\group50600/50600/50600023_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600023_temp.jpg;group50600;7;542;35;577;2
6339;.\data\deep_pcb_tangsali5201\group50600/50600/50600023_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600023_temp.jpg;group50600;341;344;376;370;6
6340;.\data\deep_pcb_tangsali5201\group50600/50600/50600023_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600023_temp.jpg;group50600;479;172;506;200;7
6341;.\data\deep_pcb_tangsali5201\group50600/50600/50600023_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600023_temp.jpg;group50600;293;92;321;127;5
6342;.\data\deep_pcb_tangsali5201\group50600/50600/50600024_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600024_temp.jpg;group50600;109;281;184;339;3
6343;.\data\deep_pcb_tangsali5201\group50600/50600/50600024_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600024_temp.jpg;group50600;191;159;224;194;4
6344;.\data\deep_pcb_tangsali5201\group50600/50600/50600024_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600024_temp.jpg;group50600;501;112;537;140;2
6345;.\data\deep_pcb_tangsali5201\group50600/50600/50600024_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600024_temp.jpg;group50600;359;259;402;288;6
6346;.\data\deep_pcb_tangsali5201\group50600/50600/50600024_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600024_temp.jpg;group50600;281;82;313;108;7
6347;.\data\deep_pcb_tangsali5201\group50600/50600/50600024_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600024_temp.jpg;group50600;455;269;484;306;5
6348;.\data\deep_pcb_tangsali5201\group50600/50600/50600025_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600025_temp.jpg;group50600;270;390;410;450;3
6349;.\data\deep_pcb_tangsali5201\group50600/50600/50600025_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600025_temp.jpg;group50600;323;224;355;252;7
6350;.\data\deep_pcb_tangsali5201\group50600/50600/50600025_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600025_temp.jpg;group50600;116;167;173;199;5
6351;.\data\deep_pcb_tangsali5201\group50600/50600/50600025_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600025_temp.jpg;group50600;77;427;110;462;5
6352;.\data\deep_pcb_tangsali5201\group50600/50600/50600025_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600025_temp.jpg;group50600;508;440;539;469;6
6353;.\data\deep_pcb_tangsali5201\group50600/50600/50600025_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600025_temp.jpg;group50600;426;312;459;340;4
6354;.\data\deep_pcb_tangsali5201\group50600/50600/50600025_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600025_temp.jpg;group50600;370;116;401;145;7
6355;.\data\deep_pcb_tangsali5201\group50600/50600/50600026_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600026_temp.jpg;group50600;277;298;313;342;3
6356;.\data\deep_pcb_tangsali5201\group50600/50600/50600026_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600026_temp.jpg;group50600;165;311;196;362;4
6357;.\data\deep_pcb_tangsali5201\group50600/50600/50600026_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600026_temp.jpg;group50600;82;234;116;267;5
6358;.\data\deep_pcb_tangsali5201\group50600/50600/50600026_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600026_temp.jpg;group50600;154;100;195;129;6
6359;.\data\deep_pcb_tangsali5201\group50600/50600/50600026_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600026_temp.jpg;group50600;333;111;361;144;5
6360;.\data\deep_pcb_tangsali5201\group50600/50600/50600026_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600026_temp.jpg;group50600;220;381;285;438;3
6361;.\data\deep_pcb_tangsali5201\group50600/50600/50600026_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600026_temp.jpg;group50600;127;444;166;481;2
6362;.\data\deep_pcb_tangsali5201\group50600/50600/50600027_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600027_temp.jpg;group50600;95;299;137;340;3
6363;.\data\deep_pcb_tangsali5201\group50600/50600/50600027_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600027_temp.jpg;group50600;189;202;225;243;4
6364;.\data\deep_pcb_tangsali5201\group50600/50600/50600027_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600027_temp.jpg;group50600;59;191;91;233;2
6365;.\data\deep_pcb_tangsali5201\group50600/50600/50600027_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600027_temp.jpg;group50600;277;283;322;313;6
6366;.\data\deep_pcb_tangsali5201\group50600/50600/50600027_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600027_temp.jpg;group50600;446;164;470;195;7
6367;.\data\deep_pcb_tangsali5201\group50600/50600/50600028_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600028_temp.jpg;group50600;124;218;169;259;3
6368;.\data\deep_pcb_tangsali5201\group50600/50600/50600028_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600028_temp.jpg;group50600;129;140;162;174;4
6369;.\data\deep_pcb_tangsali5201\group50600/50600/50600028_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600028_temp.jpg;group50600;271;126;303;162;2
6370;.\data\deep_pcb_tangsali5201\group50600/50600/50600028_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600028_temp.jpg;group50600;270;202;304;229;6
6371;.\data\deep_pcb_tangsali5201\group50600/50600/50600028_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600028_temp.jpg;group50600;173;302;207;331;7
6372;.\data\deep_pcb_tangsali5201\group50600/50600/50600028_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600028_temp.jpg;group50600;300;233;330;266;5
6373;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_temp.jpg;group50600;243;446;321;503;3
6374;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_temp.jpg;group50600;256;247;301;280;4
6375;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_temp.jpg;group50600;314;180;350;217;5
6376;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_temp.jpg;group50600;198;131;228;165;5
6377;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_temp.jpg;group50600;114;159;147;189;7
6378;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_temp.jpg;group50600;400;124;443;155;6
6379;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_temp.jpg;group50600;38;106;71;136;5
6380;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600029_temp.jpg;group50600;123;91;166;132;3
6381;.\data\deep_pcb_tangsali5201\group50600/50600/50600030_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600030_temp.jpg;group50600;188;514;230;571;3
6382;.\data\deep_pcb_tangsali5201\group50600/50600/50600030_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600030_temp.jpg;group50600;434;419;471;469;4
6383;.\data\deep_pcb_tangsali5201\group50600/50600/50600030_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600030_temp.jpg;group50600;174;344;212;380;2
6384;.\data\deep_pcb_tangsali5201\group50600/50600/50600030_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600030_temp.jpg;group50600;258;260;289;288;5
6385;.\data\deep_pcb_tangsali5201\group50600/50600/50600030_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600030_temp.jpg;group50600;220;264;263;293;7
6386;.\data\deep_pcb_tangsali5201\group50600/50600/50600031_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600031_temp.jpg;group50600;181;127;218;234;3
6387;.\data\deep_pcb_tangsali5201\group50600/50600/50600031_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600031_temp.jpg;group50600;380;126;412;157;5
6388;.\data\deep_pcb_tangsali5201\group50600/50600/50600031_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600031_temp.jpg;group50600;307;269;340;304;6
6389;.\data\deep_pcb_tangsali5201\group50600/50600/50600031_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600031_temp.jpg;group50600;437;187;468;214;7
6390;.\data\deep_pcb_tangsali5201\group50600/50600/50600032_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600032_temp.jpg;group50600;215;384;264;435;3
6391;.\data\deep_pcb_tangsali5201\group50600/50600/50600032_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600032_temp.jpg;group50600;332;306;371;337;4
6392;.\data\deep_pcb_tangsali5201\group50600/50600/50600032_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600032_temp.jpg;group50600;266;104;291;133;7
6393;.\data\deep_pcb_tangsali5201\group50600/50600/50600032_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600032_temp.jpg;group50600;345;26;386;62;6
6394;.\data\deep_pcb_tangsali5201\group50600/50600/50600032_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600032_temp.jpg;group50600;131;221;160;255;5
6395;.\data\deep_pcb_tangsali5201\group50600/50600/50600032_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600032_temp.jpg;group50600;143;477;198;506;2
6396;.\data\deep_pcb_tangsali5201\group50600/50600/50600033_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600033_temp.jpg;group50600;218;340;265;378;3
6397;.\data\deep_pcb_tangsali5201\group50600/50600/50600033_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600033_temp.jpg;group50600;95;212;145;245;4
6398;.\data\deep_pcb_tangsali5201\group50600/50600/50600033_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600033_temp.jpg;group50600;291;266;350;301;4
6399;.\data\deep_pcb_tangsali5201\group50600/50600/50600033_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600033_temp.jpg;group50600;216;508;255;542;2
6400;.\data\deep_pcb_tangsali5201\group50600/50600/50600033_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600033_temp.jpg;group50600;447;186;481;217;7
6401;.\data\deep_pcb_tangsali5201\group50600/50600/50600034_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600034_temp.jpg;group50600;167;416;199;447;3
6402;.\data\deep_pcb_tangsali5201\group50600/50600/50600034_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600034_temp.jpg;group50600;221;370;256;398;2
6403;.\data\deep_pcb_tangsali5201\group50600/50600/50600034_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600034_temp.jpg;group50600;209;242;239;277;6
6404;.\data\deep_pcb_tangsali5201\group50600/50600/50600034_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600034_temp.jpg;group50600;332;138;357;171;7
6405;.\data\deep_pcb_tangsali5201\group50600/50600/50600034_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600034_temp.jpg;group50600;511;185;539;213;7
6406;.\data\deep_pcb_tangsali5201\group50600/50600/50600035_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600035_temp.jpg;group50600;125;369;180;423;3
6407;.\data\deep_pcb_tangsali5201\group50600/50600/50600035_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600035_temp.jpg;group50600;178;268;216;296;4
6408;.\data\deep_pcb_tangsali5201\group50600/50600/50600035_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600035_temp.jpg;group50600;215;232;248;259;5
6409;.\data\deep_pcb_tangsali5201\group50600/50600/50600035_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600035_temp.jpg;group50600;268;128;301;158;7
6410;.\data\deep_pcb_tangsali5201\group50600/50600/50600035_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600035_temp.jpg;group50600;192;487;223;517;3
6411;.\data\deep_pcb_tangsali5201\group50600/50600/50600036_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600036_temp.jpg;group50600;429;283;475;318;3
6412;.\data\deep_pcb_tangsali5201\group50600/50600/50600036_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600036_temp.jpg;group50600;300;122;345;155;4
6413;.\data\deep_pcb_tangsali5201\group50600/50600/50600036_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600036_temp.jpg;group50600;201;276;232;304;5
6414;.\data\deep_pcb_tangsali5201\group50600/50600/50600036_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600036_temp.jpg;group50600;233;533;275;574;6
6415;.\data\deep_pcb_tangsali5201\group50600/50600/50600036_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600036_temp.jpg;group50600;229;469;268;500;5
6416;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_temp.jpg;group50600;330;208;372;246;3
6417;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_temp.jpg;group50600;128;163;156;207;4
6418;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_temp.jpg;group50600;200;246;232;281;5
6419;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_temp.jpg;group50600;299;479;338;516;5
6420;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_temp.jpg;group50600;478;106;506;140;7
6421;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_temp.jpg;group50600;320;236;357;264;6
6422;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_temp.jpg;group50600;190;133;221;159;7
6423;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600037_temp.jpg;group50600;410;304;443;344;2
6424;.\data\deep_pcb_tangsali5201\group50600/50600/50600038_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600038_temp.jpg;group50600;89;208;128;250;3
6425;.\data\deep_pcb_tangsali5201\group50600/50600/50600038_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600038_temp.jpg;group50600;165;113;195;156;4
6426;.\data\deep_pcb_tangsali5201\group50600/50600/50600038_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600038_temp.jpg;group50600;230;68;266;97;2
6427;.\data\deep_pcb_tangsali5201\group50600/50600/50600038_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600038_temp.jpg;group50600;219;239;256;276;2
6428;.\data\deep_pcb_tangsali5201\group50600/50600/50600038_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600038_temp.jpg;group50600;386;159;417;188;6
6429;.\data\deep_pcb_tangsali5201\group50600/50600/50600038_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600038_temp.jpg;group50600;372;365;400;396;7
6430;.\data\deep_pcb_tangsali5201\group50600/50600/50600039_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600039_temp.jpg;group50600;228;538;272;578;3
6431;.\data\deep_pcb_tangsali5201\group50600/50600/50600039_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600039_temp.jpg;group50600;316;170;348;216;4
6432;.\data\deep_pcb_tangsali5201\group50600/50600/50600039_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600039_temp.jpg;group50600;121;189;167;227;2
6433;.\data\deep_pcb_tangsali5201\group50600/50600/50600039_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600039_temp.jpg;group50600;216;65;250;104;5
6434;.\data\deep_pcb_tangsali5201\group50600/50600/50600039_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600039_temp.jpg;group50600;428;77;468;108;6
6435;.\data\deep_pcb_tangsali5201\group50600/50600/50600040_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600040_temp.jpg;group50600;258;489;301;528;3
6436;.\data\deep_pcb_tangsali5201\group50600/50600/50600040_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600040_temp.jpg;group50600;396;436;437;469;2
6437;.\data\deep_pcb_tangsali5201\group50600/50600/50600040_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600040_temp.jpg;group50600;309;259;340;287;6
6438;.\data\deep_pcb_tangsali5201\group50600/50600/50600040_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600040_temp.jpg;group50600;344;181;381;209;7
6439;.\data\deep_pcb_tangsali5201\group50600/50600/50600040_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600040_temp.jpg;group50600;325;68;396;117;2
6440;.\data\deep_pcb_tangsali5201\group50600/50600/50600041_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600041_temp.jpg;group50600;136;457;177;498;3
6441;.\data\deep_pcb_tangsali5201\group50600/50600/50600041_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600041_temp.jpg;group50600;347;374;383;419;4
6442;.\data\deep_pcb_tangsali5201\group50600/50600/50600041_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600041_temp.jpg;group50600;294;420;334;463;5
6443;.\data\deep_pcb_tangsali5201\group50600/50600/50600041_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600041_temp.jpg;group50600;320;277;354;312;7
6444;.\data\deep_pcb_tangsali5201\group50600/50600/50600041_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600041_temp.jpg;group50600;400;192;430;225;5
6445;.\data\deep_pcb_tangsali5201\group50600/50600/50600041_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600041_temp.jpg;group50600;453;439;489;470;6
6446;.\data\deep_pcb_tangsali5201\group50600/50600/50600042_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600042_temp.jpg;group50600;261;376;313;439;3
6447;.\data\deep_pcb_tangsali5201\group50600/50600/50600042_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600042_temp.jpg;group50600;366;317;403;354;4
6448;.\data\deep_pcb_tangsali5201\group50600/50600/50600042_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600042_temp.jpg;group50600;316;202;344;232;5
6449;.\data\deep_pcb_tangsali5201\group50600/50600/50600042_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600042_temp.jpg;group50600;166;171;205;200;7
6450;.\data\deep_pcb_tangsali5201\group50600/50600/50600042_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600042_temp.jpg;group50600;245;99;285;126;6
6451;.\data\deep_pcb_tangsali5201\group50600/50600/50600042_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600042_temp.jpg;group50600;118;425;163;482;3
6452;.\data\deep_pcb_tangsali5201\group50600/50600/50600043_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600043_temp.jpg;group50600;293;248;326;290;3
6453;.\data\deep_pcb_tangsali5201\group50600/50600/50600043_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600043_temp.jpg;group50600;209;358;252;395;2
6454;.\data\deep_pcb_tangsali5201\group50600/50600/50600043_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600043_temp.jpg;group50600;158;453;196;486;7
6455;.\data\deep_pcb_tangsali5201\group50600/50600/50600043_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600043_temp.jpg;group50600;378;278;415;304;6
6456;.\data\deep_pcb_tangsali5201\group50600/50600/50600043_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600043_temp.jpg;group50600;503;212;550;259;3
6457;.\data\deep_pcb_tangsali5201\group50600/50600/50600043_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600043_temp.jpg;group50600;278;116;307;153;4
6458;.\data\deep_pcb_tangsali5201\group50600/50600/50600044_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600044_temp.jpg;group50600;194;245;239;291;3
6459;.\data\deep_pcb_tangsali5201\group50600/50600/50600044_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600044_temp.jpg;group50600;195;138;233;177;4
6460;.\data\deep_pcb_tangsali5201\group50600/50600/50600044_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600044_temp.jpg;group50600;78;174;108;211;2
6461;.\data\deep_pcb_tangsali5201\group50600/50600/50600044_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600044_temp.jpg;group50600;314;186;343;221;5
6462;.\data\deep_pcb_tangsali5201\group50600/50600/50600044_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600044_temp.jpg;group50600;418;200;450;231;6
6463;.\data\deep_pcb_tangsali5201\group50600/50600/50600044_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600044_temp.jpg;group50600;406;116;439;144;7
6464;.\data\deep_pcb_tangsali5201\group50600/50600/50600044_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600044_temp.jpg;group50600;85;421;120;453;5
6465;.\data\deep_pcb_tangsali5201\group50600/50600/50600045_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600045_temp.jpg;group50600;185;188;213;239;3
6466;.\data\deep_pcb_tangsali5201\group50600/50600/50600045_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600045_temp.jpg;group50600;276;287;309;329;2
6467;.\data\deep_pcb_tangsali5201\group50600/50600/50600045_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600045_temp.jpg;group50600;180;397;215;442;2
6468;.\data\deep_pcb_tangsali5201\group50600/50600/50600045_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600045_temp.jpg;group50600;465;378;498;408;6
6469;.\data\deep_pcb_tangsali5201\group50600/50600/50600045_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600045_temp.jpg;group50600;474;338;507;366;7
6470;.\data\deep_pcb_tangsali5201\group50600/50600/50600046_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600046_temp.jpg;group50600;333;119;368;159;3
6471;.\data\deep_pcb_tangsali5201\group50600/50600/50600046_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600046_temp.jpg;group50600;288;228;332;257;4
6472;.\data\deep_pcb_tangsali5201\group50600/50600/50600046_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600046_temp.jpg;group50600;149;268;188;316;2
6473;.\data\deep_pcb_tangsali5201\group50600/50600/50600046_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600046_temp.jpg;group50600;224;312;252;343;5
6474;.\data\deep_pcb_tangsali5201\group50600/50600/50600046_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600046_temp.jpg;group50600;312;378;349;413;7
6475;.\data\deep_pcb_tangsali5201\group50600/50600/50600046_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600046_temp.jpg;group50600;382;309;415;342;5
6476;.\data\deep_pcb_tangsali5201\group50600/50600/50600047_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600047_temp.jpg;group50600;160;38;195;81;3
6477;.\data\deep_pcb_tangsali5201\group50600/50600/50600047_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600047_temp.jpg;group50600;358;56;393;97;4
6478;.\data\deep_pcb_tangsali5201\group50600/50600/50600047_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600047_temp.jpg;group50600;143;209;175;246;5
6479;.\data\deep_pcb_tangsali5201\group50600/50600/50600047_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600047_temp.jpg;group50600;556;178;583;202;7
6480;.\data\deep_pcb_tangsali5201\group50600/50600/50600047_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600047_temp.jpg;group50600;291;332;331;363;6
6481;.\data\deep_pcb_tangsali5201\group50600/50600/50600048_test.jpg;.\data\deep_pcb_tangsali5201\group50600/50600/50600048_temp.jpg;group50600;423;264;457;295;3
